SymbolSet,Entity,EntityType,EntitySubType,StandardIdentity,Code,GeometryType,IconType,UniqueName
20,Installation,Ammunition and Explosives/Assembly,,,110200,Point,FULL_OCTAGON,Installation : Ammunition and Explosives/Assembly
20,Installation,Ammunition Cache,,,110300,Point,FULL_FRAME,Installation : Ammunition Cache
20,Installation,Armament Production,,,110400,Point,FULL_OCTAGON,Installation : Armament Production
20,Installation,Black List Location,,,110500,Point,MAIN,Installation : Black List Location
20,Installation,Chemical-Biological-Radiological and Nuclear (CBRN),,,110600,Point,MAIN,Installation : Chemical-Biological-Radiological and Nuclear (CBRN)
20,Installation,Engineering Equipment Production,,,110700,Point,FULL_OCTAGON,Installation : Engineering Equipment Production
20,Installation,Engineering Equipment Production,Bridge,,110701,Point,MAIN,Installation : Engineering Equipment Production : Bridge
20,Installation,Equipment Manufacture,,,110800,Point,FULL_OCTAGON,Installation : Equipment Manufacture
20,Installation,Government Leadership,,,110900,Point,MAIN,Installation : Government Leadership
20,Installation,Gray List Location,,,111000,Point,MAIN,Installation : Gray List Location
20,Installation,Mass Grave Site,,,111100,Point,MAIN,Installation : Mass Grave Site
20,Installation,Materiel,,,111200,Point,FULL_FRAME,Installation : Materiel
20,Installation,Mine,,,111300,Point,MAIN,Installation : Mine
20,Installation,Missile and Space System Production,,,111400,Point,FULL_OCTAGON,Installation : Missile and Space System Production
20,Installation,Nuclear (Non CBRN Defense),,,111500,Point,MAIN,Installation : Nuclear (Non CBRN Defense)
20,Installation,Printed Media,,,111600,Point,MAIN,Installation : Printed Media
20,Installation,Safe House,,,111700,Point,MAIN,Installation : Safe House
20,Installation,White List Location,,,111800,Point,MAIN,Installation : White List Location
20,Installation,Tented Camp,,,111900,Point,FULL_OCTAGON,Installation : Tented Camp
20,Installation,Tented Camp,Displaced Persons / Refugee / Evacuees Camp,,111901,Point,FULL_OCTAGON,Installation : Tented Camp : Displaced Persons / Refugee / Evacuees Camp
20,Installation,Tented Camp,Training Camp,,111902,Point,FULL_OCTAGON,Installation : Tented Camp : Training Camp
20,Installation,Warehouse/Storage Facility,,,112000,Point,FULL_OCTAGON,Installation : Warehouse/Storage Facility
20,Installation,Law Enforcement,,,112100,Point,FULL_OCTAGON,Installation : Law Enforcement
20,Installation,Law Enforcement,Bureau of Alcohol-Tobacco-Firearms and Explosives (ATF) (Department of Justice),,112101,Point,MAIN,Installation : Law Enforcement : Bureau of Alcohol-Tobacco-Firearms and Explosives (ATF) (Department of Justice)
20,Installation,Law Enforcement,Border Patrol,,112102,Point,FULL_OCTAGON,Installation : Law Enforcement : Border Patrol
20,Installation,Law Enforcement,Customs Service,,112103,Point,FULL_OCTAGON,Installation : Law Enforcement : Customs Service
20,Installation,Law Enforcement,Drug Enforcement Administration (DEA),,112104,Point,MAIN,Installation : Law Enforcement : Drug Enforcement Administration (DEA)
20,Installation,Law Enforcement,Department of Justice (DOJ),,112105,Point,FULL_OCTAGON,Installation : Law Enforcement : Department of Justice (DOJ)
20,Installation,Law Enforcement,Federal Bureau of Investigation (FBI),,112106,Point,MAIN,Installation : Law Enforcement : Federal Bureau of Investigation (FBI)
20,Installation,Law Enforcement,Police,,112107,Point,MAIN,Installation : Law Enforcement : Police
20,Installation,Law Enforcement,Prison,,112108,Point,FULL_OCTAGON,Installation : Law Enforcement : Prison
20,Installation,Law Enforcement,United States Secret Service (USSS),,112109,Point,MAIN,Installation : Law Enforcement : United States Secret Service (USSS)
20,Installation,Law Enforcement,Transportation Security Administration (TSA),,112110,Point,MAIN,Installation : Law Enforcement : Transportation Security Administration (TSA)
20,Installation,Law Enforcement,Coast Guard,,112111,Point,FULL_OCTAGON,Installation : Law Enforcement : Coast Guard
20,Installation,Law Enforcement,US Marshals Service,,112112,Point,FULL_OCTAGON,Installation : Law Enforcement : US Marshals Service
20,Installation,Emergency Operation,,,112200,Point,FULL_OCTAGON,Installation : Emergency Operation
20,Installation,Emergency Operation,Fire Station,,112201,Point,FULL_OCTAGON,Installation : Emergency Operation : Fire Station
20,Installation,Emergency Operation,Emergency Medical Operation,,112202,Point,FULL_OCTAGON,Installation : Emergency Operation : Emergency Medical Operation
20,Infrastructure,Agriculture and Food Infrastructure,,,120100,Point,FULL_OCTAGON,Infrastructure : Agriculture and Food
20,Infrastructure,Agriculture and Food Infrastructure,Agriculture Laboratory,,120101,Point,FULL_OCTAGON,Infrastructure : Agriculture and Food : Agriculture Laboratory
20,Infrastructure,Agriculture and Food Infrastructure,Animal Feedlot,,120102,Point,FULL_OCTAGON,Infrastructure : Agriculture and Food : Animal Feedlot
20,Infrastructure,Agriculture and Food Infrastructure,Commercial Food Distribution Center,,120103,Point,FULL_FRAME,Infrastructure : Agriculture and Food : Commercial Food Distribution Center
20,Infrastructure,Agriculture and Food Infrastructure,Farm/Ranch,,120104,Point,FULL_OCTAGON,Infrastructure : Agriculture and Food : Farm/Ranch
20,Infrastructure,Agriculture and Food Infrastructure,Food Distribution,,120105,Point,FULL_FRAME,Infrastructure : Agriculture and Food : Food Distribution
20,Infrastructure,Agriculture and Food Infrastructure,Food Production Center,,120106,Point,FULL_FRAME,Infrastructure : Agriculture and Food : Food Production Center
20,Infrastructure,Agriculture and Food Infrastructure,Food Retail,,120107,Point,FULL_FRAME,Infrastructure : Agriculture and Food : Food Retail
20,Infrastructure,Agriculture and Food Infrastructure,Grain Storage,,120108,Point,FULL_OCTAGON,Infrastructure : Agriculture and Food : Grain Storage
20,Infrastructure,Banking- Finance- and Insurance Infrastructure,,,120200,Point,FULL_OCTAGON,Infrastructure : Banking- Finance- and Insurance
20,Infrastructure,Banking- Finance- and Insurance Infrastructure,ATM,,120201,Point,FULL_OCTAGON,Infrastructure : Banking- Finance- and Insurance : ATM
20,Infrastructure,Banking- Finance- and Insurance Infrastructure,Bank,,120202,Point,FULL_OCTAGON,Infrastructure : Banking- Finance- and Insurance : Bank
20,Infrastructure,Banking- Finance- and Insurance Infrastructure,Bullion Storage,,120203,Point,FULL_OCTAGON,Infrastructure : Banking- Finance- and Insurance : Bullion Storage
20,Infrastructure,Banking- Finance- and Insurance Infrastructure,Economic Infrastructure Asset,,120204,Point,MAIN,Infrastructure : Banking- Finance- and Insurance : Economic Infrastructure Asset
20,Infrastructure,Banking- Finance- and Insurance Infrastructure,Federal Reserve Bank,,120205,Point,FULL_OCTAGON,Infrastructure : Banking- Finance- and Insurance : Federal Reserve Bank
20,Infrastructure,Banking- Finance- and Insurance Infrastructure,Financial Exchange,,120206,Point,FULL_OCTAGON,Infrastructure : Banking- Finance- and Insurance : Financial Exchange
20,Infrastructure,Banking- Finance- and Insurance Infrastructure,Financial Services-Other,,120207,Point,FULL_OCTAGON,Infrastructure : Banking- Finance- and Insurance : Financial Services-Other
20,Infrastructure,Commercial Infrastructure,,,120300,Point,FULL_OCTAGON,Infrastructure : Commercial
20,Infrastructure,Commercial Infrastructure,Chemical Plant,,120301,Point,FULL_OCTAGON,Infrastructure : Commercial : Chemical Plant
20,Infrastructure,Commercial Infrastructure,Firearms Manufacturer,,120302,Point,FULL_OCTAGON,Infrastructure : Commercial : Firearms Manufacturer
20,Infrastructure,Commercial Infrastructure,Firearms Retailer,,120303,Point,FULL_OCTAGON,Infrastructure : Commercial : Firearms Retailer
20,Infrastructure,Commercial Infrastructure,Hazardous Material Production,,120304,Point,FULL_OCTAGON,Infrastructure : Commercial : Hazardous Material Production
20,Infrastructure,Commercial Infrastructure,Hazardous Material Storage,,120305,Point,FULL_OCTAGON,Infrastructure : Commercial : Hazardous Material Storage
20,Infrastructure,Commercial Infrastructure,Industrial Site,,120306,Point,FULL_OCTAGON,Infrastructure : Commercial : Industrial Site
20,Infrastructure,Commercial Infrastructure,Landfill,,120307,Point,FULL_OCTAGON,Infrastructure : Commercial : Landfill
20,Infrastructure,Commercial Infrastructure,Pharmaceutical Manufacturer,,120308,Point,FULL_OCTAGON,Infrastructure : Commercial : Pharmaceutical Manufacturer
20,Infrastructure,Commercial Infrastructure,Contaminated Hazardous Waste Site,,120309,Point,FULL_OCTAGON,Infrastructure : Commercial : Contaminated Hazardous Waste Site
20,Infrastructure,Commercial Infrastructure,Toxic Release Inventory,,120310,Point,FULL_OCTAGON,Infrastructure : Commercial : Toxic Release Inventory
20,Infrastructure,Educational Facilities Infrastructure,,,120400,Point,FULL_OCTAGON,Infrastructure : Educational Facilities
20,Infrastructure,Educational Facilities Infrastructure,College/University,,120401,Point,FULL_OCTAGON,Infrastructure : Educational Facilities : College/University
20,Infrastructure,Educational Facilities Infrastructure,School,,120402,Point,FULL_OCTAGON,Infrastructure : Educational Facilities : School
20,Infrastructure,Energy Facility Infrastructure,,,120500,Point,FULL_OCTAGON,Infrastructure : Energy Facility
20,Infrastructure,Energy Facility Infrastructure,Electric Power,,120501,Point,MAIN,Infrastructure : Energy Facility : Electric Power
20,Infrastructure,Energy Facility Infrastructure,Generation Station,,120502,Point,FULL_OCTAGON,Infrastructure : Energy Facility : Generation Station
20,Infrastructure,Energy Facility Infrastructure,Natural Gas Facility,,120503,Point,FULL_OCTAGON,Infrastructure : Energy Facility : Natural Gas Facility
20,Infrastructure,Energy Facility Infrastructure,Petroleum Facility,,120504,Point,FULL_OCTAGON,Infrastructure : Energy Facility : Petroleum Facility
20,Infrastructure,Energy Facility Infrastructure,Petroleum/Gas/Oil,,120505,Point,MAIN,Infrastructure : Energy Facility : Petroleum/Gas/Oil
20,Infrastructure,Energy Facility Infrastructure,Propane Facility,,120506,Point,FULL_OCTAGON,Infrastructure : Energy Facility : Propane Facility
20,Infrastructure,Government Site Infrastructure,,,120600,Point,FULL_OCTAGON,Infrastructure : Government Site Infrastructure
20,Infrastructure,Medical Infrastructure,Medical,,120701,Point,FULL_FRAME,Infrastructure : Medical : Medical
20,Infrastructure,Medical Infrastructure,Medical Treatment Facility (Hospital),,120702,Point,FULL_FRAME,Infrastructure : Medical : Medical Treatment Facility (Hospital)
20,Infrastructure,Military Infrastructure,,,120800,Point,FULL_OCTAGON,Infrastructure : Military
20,Infrastructure,Military Infrastructure,Military Armory,,120801,Point,FULL_OCTAGON,Infrastructure : Military : Military Armory
20,Infrastructure,Military Infrastructure,Military Base,,120802,Point,FULL_OCTAGON,Infrastructure : Military : Military Base
20,Infrastructure,Postal Services Infrastructure,,,120900,Point,FULL_OCTAGON,Infrastructure : Postal Services
20,Infrastructure,Postal Services Infrastructure,Postal Distribution Center,,120901,Point,FULL_OCTAGON,Infrastructure : Postal Services : Postal Distribution Center
20,Infrastructure,Postal Services Infrastructure,Post Office,,120902,Point,FULL_OCTAGON,Infrastructure : Postal Services : Post Office
20,Infrastructure,Public Venues Infrastructure,,,121000,Point,FULL_OCTAGON,Infrastructure : Public Venues
20,Infrastructure,Public Venues Infrastructure,Enclosed Facility,,121001,Point,FULL_OCTAGON,Infrastructure : Public Venues : Enclosed Facility
20,Infrastructure,Public Venues Infrastructure,Open Facility,,121002,Point,FULL_OCTAGON,Infrastructure : Public Venues : Open Facility
20,Infrastructure,Public Venues Infrastructure,Recreational Area,,121003,Point,FULL_OCTAGON,Infrastructure : Public Venues : Recreational Area
20,Infrastructure,Public Venues Infrastructure,Religious Institution,,121004,Point,FULL_OCTAGON,Infrastructure : Public Venues : Religious Institution
20,Infrastructure,Special Needs Infrastructure,,,121100,Point,FULL_OCTAGON,Infrastructure : Special Needs
20,Infrastructure,Special Needs Infrastructure,Adult Day Care,,121101,Point,FULL_OCTAGON,Infrastructure : Special Needs : Adult Day Care
20,Infrastructure,Special Needs Infrastructure,Child Day Care,,121102,Point,FULL_OCTAGON,Infrastructure : Special Needs : Child Day Care
20,Infrastructure,Special Needs Infrastructure,Elder Care,,121103,Point,FULL_OCTAGON,Infrastructure : Special Needs : Elder Care
20,Infrastructure,Telecommunications Infrastructure,,,121200,Point,FULL_OCTAGON,Infrastructure : Telecommunications
20,Infrastructure,Telecommunications Infrastructure,Broadcast Transmitter Antennae,,121201,Point,FULL_OCTAGON,Infrastructure : Telecommunications : Broadcast Transmitter Antennae
20,Infrastructure,Telecommunications Infrastructure,Telecommunications,,121202,Point,MAIN,Infrastructure : Telecommunications : Telecommunications
20,Infrastructure,Telecommunications Infrastructure,Telecommunications Tower,,121203,Point,FULL_OCTAGON,Infrastructure : Telecommunications : Telecommunications Tower
20,Infrastructure,Transportation Infrastructure,,,121300,Point,FULL_OCTAGON,Infrastructure : Transportation
20,Infrastructure,Transportation Infrastructure,Airport/Air Base,,121301,Point,MAIN_1,Infrastructure : Transportation : Airport/Air Base
20,Infrastructure,Transportation Infrastructure,Air Traffic Control Facility,,121302,Point,FULL_OCTAGON,Infrastructure : Transportation : Air Traffic Control Facility
20,Infrastructure,Transportation Infrastructure,Bus Station,,121303,Point,FULL_OCTAGON,Infrastructure : Transportation : Bus Station
20,Infrastructure,Transportation Infrastructure,Ferry Terminal,,121304,Point,FULL_OCTAGON,Infrastructure : Transportation : Ferry Terminal
20,Infrastructure,Transportation Infrastructure,Helicopter Landing Site,,121305,Point,FULL_OCTAGON,Infrastructure : Transportation : Helicopter Landing Site
20,Infrastructure,Transportation Infrastructure,Maintenance Facility,,121306,Point,FULL_OCTAGON,Infrastructure : Transportation : Maintenance Facility
20,Infrastructure,Transportation Infrastructure,Railhead/Railroad Station,,121307,Point,MAIN_1,Infrastructure : Transportation : Railhead/Railroad Station
20,Infrastructure,Transportation Infrastructure,Rest Stop,,121308,Point,FULL_OCTAGON,Infrastructure : Transportation : Rest Stop
20,Infrastructure,Transportation Infrastructure,Sea Port/Naval Base,,121309,Point,MAIN_1,Infrastructure : Transportation : Sea Port/Naval Base
20,Infrastructure,Transportation Infrastructure,Ship Yard,,121310,Point,MAIN_1,Infrastructure : Transportation : Ship Yard
20,Infrastructure,Transportation Infrastructure,Toll Facility,,121311,Point,FULL_OCTAGON,Infrastructure : Transportation : Toll Facility
20,Infrastructure,Transportation Infrastructure,Traffic Inspection Facility,,121312,Point,FULL_OCTAGON,Infrastructure : Transportation : Traffic Inspection Facility
20,Infrastructure,Transportation Infrastructure,Tunnel,,121313,Point,FULL_OCTAGON,Infrastructure : Transportation : Tunnel
20,Infrastructure,Water Supply Infrastructure,,,121400,Point,FULL_OCTAGON,Infrastructure : Water Supply
20,Infrastructure,Water Supply Infrastructure,Control Valve,,121401,Point,FULL_OCTAGON,Infrastructure : Water Supply : Control Valve
20,Infrastructure,Water Supply Infrastructure,Dam,,121402,Point,FULL_OCTAGON,Infrastructure : Water Supply : Dam
20,Infrastructure,Water Supply Infrastructure,Discharge Outfall,,121403,Point,FULL_OCTAGON,Infrastructure : Water Supply : Discharge Outfall
20,Infrastructure,Water Supply Infrastructure,Ground Water Well,,121404,Point,FULL_OCTAGON,Infrastructure : Water Supply : Ground Water Well
20,Infrastructure,Water Supply Infrastructure,Pumping Station,,121405,Point,FULL_OCTAGON,Infrastructure : Water Supply : Pumping Station
20,Infrastructure,Water Supply Infrastructure,Reservoir,,121406,Point,FULL_OCTAGON,Infrastructure : Water Supply : Reservoir
20,Infrastructure,Water Supply Infrastructure,Storage Tower,,121407,Point,FULL_OCTAGON,Infrastructure : Water Supply : Storage Tower
20,Infrastructure,Water Supply Infrastructure,Surface Water Intake,,121408,Point,FULL_OCTAGON,Infrastructure : Water Supply : Surface Water Intake
20,Infrastructure,Water Supply Infrastructure,Wastewater Treatment Facility,,121409,Point,FULL_OCTAGON,Infrastructure : Water Supply : Wastewater Treatment Facility
20,Infrastructure,Water Supply Infrastructure,Water,,121410,Point,MAIN,Infrastructure : Water Supply : Water
20,Infrastructure,Water Supply Infrastructure,Water Treatment,,121411,Point,MAIN,Infrastructure : Water Supply : Water Treatment
25,Unspecified,,,,000000,NotValid,NA,Unspecified
25,Command and Control Lines,Boundary,,,110100,Line,MAIN,Command and Control Lines : Boundary
25,Command and Control Lines,Light Line,,,110200,Line,MAIN,Command and Control Lines : Light Line
25,Command and Control Areas,Area of Operations,,,120100,Area,MAIN,Command and Control Areas : Area of Operations
25,Command and Control Areas,Named Area of Interest,,,120200,Area,MAIN,Command and Control Areas : Named Area of Interest
25,Command and Control Areas,Targeted Area of Interest,,,120300,Area,MAIN,Command and Control Areas : Targeted Area of Interest
25,Command and Control Areas,Airfield Zone,,,120400,Area,MAIN,Command and Control Areas : Airfield Zone
25,Command and Control Points,Action Point (General),,,130100,Point,MAIN,Command and Control Points : Action Point (General)
25,Command and Control Points,Amnesty Point,,,130200,Point,MAIN,Command and Control Points : Amnesty Point
25,Command and Control Points,Checkpoint,,,130300,Point,MAIN,Command and Control Points : Checkpoint
25,Command and Control Points,Center of Main Effort,,,130400,Point,MAIN,Command and Control Points : Center of Main Effort
25,Command and Control Points,Contact Point,,,130500,Point,MAIN,Command and Control Points : Contact Point
25,Command and Control Points,Coordinating Point,,,130600,Point,MAIN,Command and Control Points : Coordinating Point
25,Command and Control Points,Decision Point,,,130700,Point,MAIN,Command and Control Points : Decision Point
25,Command and Control Points,Distress Call,,,130800,Point,MAIN,Command and Control Points : Distress Call
25,Command and Control Points,Entry Control Point,,,130900,Point,MAIN,Command and Control Points : Entry Control Point
25,Command and Control Points,Fly-To-Point,Fly-To-Point (Sonobuoy),,131001,Point,MAIN,Command and Control Points : Fly-To-Point : Fly-To-Point (Sonobuoy)
25,Command and Control Points,Fly-To-Point,Fly-To-Point (Weapon),,131002,Point,MAIN,Command and Control Points : Fly-To-Point : Fly-To-Point (Weapon)
25,Command and Control Points,Fly-To-Point,Fly-To-Point (Normal),,131003,Point,MAIN,Command and Control Points : Fly-To-Point : Fly-To-Point (Normal)
25,Command and Control Points,Linkup Point,,,131100,Point,MAIN,Command and Control Points : Linkup Point
25,Command and Control Points,Passage Point,,,131200,Point,MAIN,Command and Control Points : Passage Point
25,Command and Control Points,Point of Interest,,,131300,Point,MAIN,Command and Control Points : Point of Interest
25,Command and Control Points,Point of Interest,Launch Event (Point of Interest),,131301,Point,MAIN,Command and Control Points : Point of Interest : Launch Event (Point of Interest)
25,Command and Control Points,Rally Point,,,131400,Point,MAIN,Command and Control Points : Rally Point
25,Command and Control Points,Release Point,,,131500,Point,MAIN,Command and Control Points : Release Point
25,Command and Control Points,Start Point,,,131600,Point,MAIN,Command and Control Points : Start Point
25,Command and Control Points,Special Point,,,131700,Point,MAIN,Command and Control Points : Special Point
25,Command and Control Points,Waypoint,,,131800,Point,MAIN,Command and Control Points : Waypoint
25,Command and Control Points,Airfield,,,131900,Point,MAIN,Command and Control Points : Airfield
25,Maneuver Lines,Forward Line of Troops,Friendly Present,,140101,Line,MAIN,Maneuver Lines : Forward Line of Troops : Friendly Present
25,Maneuver Lines,Forward Line of Troops,Friendly Planned or on Order,,140102,Line,MAIN,Maneuver Lines : Forward Line of Troops : Friendly Planned or on Order
25,Maneuver Lines,Forward Line of Troops,Enemy Known,,140103,Line,MAIN,Maneuver Lines : Forward Line of Troops : Enemy Known
25,Maneuver Lines,Forward Line of Troops,Enemy Suspected or Templated,,140104,Line,MAIN,Maneuver Lines : Forward Line of Troops : Enemy Suspected or Templated
25,Maneuver Lines,Phase Line,,,140300,Line,MAIN,Maneuver Lines : Phase Line
25,Maneuver Lines,Forward Edge of the Battle Area,,,140400,Line,MAIN,Maneuver Lines : Forward Edge of the Battle Area
25,Maneuver Lines,Forward Edge of the Battle Area,Proposed or On Order,,140401,Line,MAIN,Maneuver Lines : Forward Edge of the Battle Area : Proposed or On Order
25,Maneuver Lines,Principal Direction of Fire,,,140500,Line,MAIN,Maneuver Lines : Principal Direction of Fire
25,Maneuver Lines,Direction of Attack,Friendly Aviation,,140601,Line,MAIN,Maneuver Lines : Direction of Attack : Friendly Aviation
25,Maneuver Lines,Direction of Attack,Friendly Direction of Main Attack,,140602,Line,MAIN,Maneuver Lines : Direction of Attack : Friendly Direction of Main Attack
25,Maneuver Lines,Direction of Attack,Friendly Direction of Supporting Attack,,140603,Line,MAIN,Maneuver Lines : Direction of Attack : Friendly Direction of Supporting Attack
25,Maneuver Lines,Direction of Attack,Friendly Planned or On Order,,140604,Line,MAIN,Maneuver Lines : Direction of Attack : Friendly Planned or On Order
25,Maneuver Lines,Direction of Attack,Feint,,140605,Line,MAIN,Maneuver Lines : Direction of Attack : Feint
25,Maneuver Lines,Direction of Attack,Enemy Confirmed,,140606,Line,MAIN,Maneuver Lines : Direction of Attack : Enemy Confirmed
25,Maneuver Lines,Direction of Attack,Enemy Templated or Suspected,,140607,Line,MAIN,Maneuver Lines : Direction of Attack : Enemy Templated or Suspected
25,Maneuver Lines,Final Coordination Line,,,140700,Line,MAIN,Maneuver Lines : Final Coordination Line
25,Maneuver Lines,Infiltration Lane,,,140800,Line,MAIN,Maneuver Lines : Infiltration Lane
25,Maneuver Lines,Limit of Advance,,,140900,Line,MAIN,Maneuver Lines : Limit of Advance
25,Maneuver Lines,Line of Departure,,,141000,Line,MAIN,Maneuver Lines : Line of Departure
25,Maneuver Lines,Line of Departure/Line of Contact,,,141100,Line,MAIN,Maneuver Lines : Line of Departure/Line of Contact
25,Maneuver Lines,Probable Line of Deployment,,,141200,Line,MAIN,Maneuver Lines : Probable Line of Deployment
25,Maneuver Lines,Airhead Line,,,141300,Area,MAIN,Maneuver Lines : Airhead Line
25,Maneuver Lines,Bridgehead Line,,,141400,Line,MAIN,Maneuver Lines : Bridgehead Line
25,Maneuver Lines,Holding Line,,,141500,Line,MAIN,Maneuver Lines : Holding Line
25,Maneuver Lines,Release Line,,,141600,Line,MAIN,Maneuver Lines : Release Line
25,Maneuver Lines,Ambush,,,141700,Line,MAIN,Maneuver Lines : Ambush
25,Maneuver Areas,Area,Friendly,,150101,Area,MAIN,Maneuver Areas : Area : Friendly
25,Maneuver Areas,Area,Friendly Planned or On Order,,150102,Area,MAIN,Maneuver Areas : Area : Friendly Planned or On Order
25,Maneuver Areas,Area,Enemy Known or Confirmed,,150103,Area,MAIN,Maneuver Areas : Area : Enemy Known or Confirmed
25,Maneuver Areas,Area,Enemy Suspected,,150104,Area,MAIN,Maneuver Areas : Area : Enemy Suspected
25,Maneuver Areas,Assembly Area,,,150200,Area,MAIN,Maneuver Areas : Assembly Area
25,Maneuver Areas,Occupied Assembly Area,,,150300,Area,MAIN,Maneuver Areas : Occupied Assembly Area
25,Maneuver Areas,Proposed or On Order Assembly Area,,,150400,Area,MAIN,Maneuver Areas : Proposed or On Order Assembly Area
25,Maneuver Areas,Action Area,Joint Tactical Action Area (JTAA),,150501,Area,MAIN,Maneuver Areas : Action Area : Joint Tactical Action Area (JTAA)
25,Maneuver Areas,Action Area,Submarine Action Area (SAA),,150502,Area,MAIN,Maneuver Areas : Action Area : Submarine Action Area (SAA)
25,Maneuver Areas,Action Area,Submarine-Generated Action Area (SGAA),,150503,Area,MAIN,Maneuver Areas : Action Area : Submarine-Generated Action Area (SGAA)
25,Maneuver Areas,Drop Zone,,,150600,Area,MAIN,Maneuver Areas : Drop Zone
25,Maneuver Areas,Extraction Zone,,,150700,Area,MAIN,Maneuver Areas : Extraction Zone
25,Maneuver Areas,Landing Zone,,,150800,Area,MAIN,Maneuver Areas : Landing Zone
25,Maneuver Areas,Pick-Up Zone,,,150900,Area,MAIN,Maneuver Areas : Pick-Up Zone
25,Maneuver Areas,Fortified Area,,,151000,Area,MAIN,Maneuver Areas : Fortified Area
25,Maneuver Areas,Limited Access Area,,,151100,Area,MAIN,Maneuver Areas : Limited Access Area
25,Maneuver Areas,Battle Position,,,151200,Area,MAIN,Maneuver Areas : Battle Position
25,Maneuver Areas,Battle Position,Battle Position - Planned,,151201,Area,MAIN,Maneuver Areas : Battle Position : Battle Position - Planned
25,Maneuver Areas,Battle Position,Battle Position - Prepared (P) but not Occupied,,151202,Area,MAIN,Maneuver Areas : Battle Position : Battle Position - Prepared (P) but not Occupied
25,Maneuver Areas,Battle Position,Strong Point,,151203,Area,MAIN,Maneuver Areas : Battle Position : Strong Point
25,Maneuver Areas,Battle Position,Contain,,151204,Line,MAIN,Maneuver Areas : Battle Position : Contain
25,Maneuver Areas,Battle Position,Retain,,151205,Line,MAIN,Maneuver Areas : Battle Position : Retain
25,Maneuver Areas,Engagement Area (EA),,,151300,Area,MAIN,Maneuver Areas : Engagement Area (EA)
25,Maneuver Areas,Axis of Advance,Friendly Airborne/Aviation,,151401,Line,MAIN,Maneuver Areas : Axis of Advance : Friendly Airborne/Aviation
25,Maneuver Areas,Axis of Advance,Attack Helicopter,,151402,Line,MAIN,Maneuver Areas : Axis of Advance : Attack Helicopter
25,Maneuver Areas,Axis of Advance,Main Attack,,151403,Line,MAIN,Maneuver Areas : Axis of Advance : Main Attack
25,Maneuver Areas,Axis of Advance,Supporting Attack,,151404,Line,MAIN,Maneuver Areas : Axis of Advance : Supporting Attack
25,Maneuver Areas,Axis of Advance,Supporting Attack Planned or On Order,,151405,Line,MAIN,Maneuver Areas : Axis of Advance : Supporting Attack Planned or On Order
25,Maneuver Areas,Axis of Advance,Feint,,151406,Line,MAIN,Maneuver Areas : Axis of Advance : Feint
25,Maneuver Areas,Axis of Advance,Enemy Confirmed,,151407,Line,MAIN,Maneuver Areas : Axis of Advance : Enemy Confirmed
25,Maneuver Areas,Axis of Advance,Enemy Templated or Suspected,,151408,Line,MAIN,Maneuver Areas : Axis of Advance : Enemy Templated or Suspected
25,Maneuver Areas,Assault Position,,,151500,Area,MAIN,Maneuver Areas : Assault Position
25,Maneuver Areas,Attack Position,,,151600,Area,MAIN,Maneuver Areas : Attack Position
25,Maneuver Areas,Objective,,,151700,Area,MAIN,Maneuver Areas : Objective
25,Maneuver Areas,Encirclement,Friendly,,151801,Area,MAIN,Maneuver Areas : Encirclement : Friendly
25,Maneuver Areas,Encirclement,Enemy,,151802,Area,MAIN,Maneuver Areas : Encirclement : Enemy
25,Maneuver Areas,Penetration Box,,,151900,Area,MAIN,Maneuver Areas : Penetration Box
25,Maneuver Areas,Attack by Fire Position,,,152000,Line,MAIN,Maneuver Areas : Attack by Fire Position
25,Maneuver Areas,Support by Fire,,,152100,Line,MAIN,Maneuver Areas : Support by Fire
25,Maneuver Areas,Search Area/Reconnaissance Area,,,152200,Line,MAIN,Maneuver Areas : Search Area/Reconnaissance Area
25,Maneuver Points,Observation Post/Outpost (Unspecified),,,160100,Point,MAIN,Maneuver Points : Observation Post/Outpost (Unspecified)
25,Maneuver Points,Observation Post/Outpost (Specified),,,160200,Point,MAIN,Maneuver Points : Observation Post/Outpost (Specified)
25,Maneuver Points,Observation Post/Outpost (Specified),Reconnaissance Outpost,,160201,Point,MAIN,Maneuver Points : Observation Post/Outpost (Specified) : Reconnaissance Outpost
25,Maneuver Points,Observation Post/Outpost (Specified),Forward Observer Outpost,,160202,Point,MAIN,Maneuver Points : Observation Post/Outpost (Specified) : Forward Observer Outpost
25,Maneuver Points,Observation Post/Outpost (Specified),CBRN Observation Outpost,,160203,Point,MAIN,Maneuver Points : Observation Post/Outpost (Specified) : CBRN Observation Outpost
25,Maneuver Points,Observation Post/Outpost (Specified),Sensor Outpost/Listening Post,,160204,Point,MAIN,Maneuver Points : Observation Post/Outpost (Specified) : Sensor Outpost/Listening Post
25,Maneuver Points,Observation Post/Outpost (Specified),Combat Outpost,,160205,Point,MAIN,Maneuver Points : Observation Post/Outpost (Specified) : Combat Outpost
25,Maneuver Points,Target Reference Point,,,160300,Point,MAIN,Maneuver Points : Target Reference Point
25,Maneuver Points,Point of Departure,,,160400,Point,MAIN,Maneuver Points : Point of Departure
25,Airspace Control (Corridors) Areas,Air Corridor,,,170100,Line,MAIN,Air Corridors : Air Corridor
25,Airspace Control (Corridors) Areas,Low Level Transit Route,,,170200,Line,MAIN,Air Corridors : Low Level Transit Route
25,Airspace Control (Corridors) Areas,Minimum-Risk Route,,,170300,Line,MAIN,Air Corridors : Minimum-Risk Route
